"Global X Copper Miners ETF",,,,,
Date,"Closing Price","Daily Change","Daily Change %",Premium/Discount,"Premium/Discount %"
05/15/2018,26.87,-0.32,-1.18,-0.09,-0.32
05/14/2018,27.19,-0.05,-0.18,-0.18,-0.64
05/11/2018,27.24,0.09,0.33,-0.06,-0.21
05/10/2018,27.15,0.65,2.45,0.14,0.53
05/09/2018,26.5,0.47,1.81,0.06,0.22
05/08/2018,26.03,-0.03,-0.12,0.01,0.05
05/07/2018,26.06,-0.10,-0.38,-0.10,-0.40
05/04/2018,26.16,0.10,0.38,0.02,0.09
05/03/2018,26.06,0.22,0.85,0.02,0.08
05/02/2018,25.84,0.26,1.02,-0.18,-0.67
05/01/2018,25.58,-0.38,-1.46,-0.14,-0.56
04/30/2018,25.96,-0.09,-0.35,-0.16,-0.61
04/27/2018,26.05,-0.05,-0.19,0.00,0.01
04/26/2018,26.1,0.11,0.42,-0.01,-0.05
04/25/2018,25.99,-0.47,-1.78,0.00,-0.01
04/24/2018,26.46,-0.21,-0.79,-0.04,-0.16
04/23/2018,26.67,-0.46,-1.70,-0.08,-0.30
04/20/2018,27.13,-0.27,-0.99,-0.11,-0.41
04/19/2018,27.4,0.05,0.18,-0.19,-0.69
04/18/2018,27.35,0.83,3.13,0.01,0.04
04/17/2018,26.52,0.23,0.87,0.00,0.01
04/16/2018,26.29,-0.25,-0.94,-0.04,-0.16
04/13/2018,26.54,-0.01,-0.04,-0.01,-0.05
04/12/2018,26.55,-0.16,-0.60,-0.05,-0.18
04/11/2018,26.71,-0.02,-0.07,-0.11,-0.40
04/10/2018,26.73,1.06,4.13,-0.04,-0.15
04/09/2018,25.67,0.01,0.04,-0.06,-0.25
04/06/2018,25.66,-0.62,-2.36,-0.13,-0.52
04/05/2018,26.28,0.54,2.10,0.07,0.26
04/04/2018,25.74,-0.12,-0.46,0.06,0.24
04/03/2018,25.86,0.23,0.90,-0.07,-0.28
04/02/2018,25.63,-0.39,-1.50,-0.05,-0.21
03/29/2018,26.02,0.80,3.17,0.18,0.71
03/28/2018,25.22,-0.81,-3.11,-0.05,-0.19
03/27/2018,26.03,-0.29,-1.10,-0.15,-0.58
03/26/2018,26.32,0.43,1.66,0.19,0.74
03/23/2018,25.89,-0.51,-1.93,-0.08,-0.30
03/22/2018,26.4,-0.78,-2.87,-0.17,-0.65
03/21/2018,27.18,0.53,1.99,-0.04,-0.13
03/20/2018,26.65,-0.33,-1.22,0.19,0.72
03/19/2018,26.98,-0.55,-2.00,-0.04,-0.15
03/16/2018,27.53,-0.06,-0.22,0.01,0.05
03/15/2018,27.59,-0.33,-1.18,-0.04,-0.15
03/14/2018,27.92,0.36,1.31,0.00,-0.01
03/13/2018,27.56,0.07,0.25,-0.08,-0.30
03/12/2018,27.49,0.18,0.66,-0.01,-0.02
03/09/2018,27.31,0.37,1.37,0.14,0.53
03/08/2018,26.94,-0.35,-1.28,0.04,0.15
03/07/2018,27.29,-0.35,-1.27,0.17,0.64
03/06/2018,27.64,0.68,2.52,0.16,0.56
03/05/2018,26.96,0.13,0.48,0.18,0.68
03/02/2018,26.83,-0.14,-0.52,0.10,0.37
03/01/2018,26.97,-0.26,-0.95,-0.04,-0.13
02/28/2018,27.23,-0.66,-2.37,-0.08,-0.29
02/27/2018,27.89,-0.73,-2.55,-0.12,-0.42
02/26/2018,28.62,0.54,1.92,0.17,0.59
02/23/2018,28.08,0.43,1.56,0.12,0.45
02/22/2018,27.65,0.33,1.21,0.03,0.10
02/21/2018,27.32,0.00,0.00,-0.12,-0.43
02/20/2018,27.32,-0.64,-2.29,-0.03,-0.11
02/16/2018,27.96,-0.38,-1.34,0.10,0.36
02/15/2018,28.34,0.48,1.72,0.22,0.79
02/14/2018,27.86,1.11,4.15,0.22,0.80
02/13/2018,26.75,0.65,2.49,0.10,0.37
02/12/2018,26.1,0.59,2.31,0.08,0.32
02/09/2018,25.51,0.27,1.07,0.01,0.04
02/08/2018,25.24,-0.95,-3.63,-0.26,-1.00
02/07/2018,26.19,-1.13,-4.14,-0.16,-0.62
02/06/2018,27.32,0.60,2.25,0.24,0.87
02/05/2018,26.72,-0.47,-1.73,-0.72,-2.61
02/02/2018,27.19,-1.05,-3.72,-0.34,-1.25
02/01/2018,28.24,0.16,0.57,-0.02,-0.07
01/31/2018,28.08,-0.16,-0.57,-0.20,-0.71
01/30/2018,28.24,-0.41,-1.43,-0.08,-0.27
01/29/2018,28.65,-0.21,-0.73,-0.16,-0.54
01/26/2018,28.86,0.11,0.38,-0.01,-0.03
01/25/2018,28.75,0.03,0.10,-0.25,-0.87
01/24/2018,28.72,0.49,1.74,-0.02,-0.08
01/23/2018,28.23,-0.37,-1.29,-0.04,-0.15
01/22/2018,28.6,-0.04,-0.14,-0.03,-0.12
01/19/2018,28.64,0.29,1.02,0.01,0.03
01/18/2018,28.35,-0.49,-1.70,-0.06,-0.21
01/17/2018,28.84,0.05,0.17,0.05,0.19
01/16/2018,28.79,-0.31,-1.07,-0.01,-0.04
01/12/2018,29.1,0.23,0.80,0.19,0.66
01/11/2018,28.87,0.32,1.12,0.14,0.47
01/10/2018,28.55,0.24,0.85,0.01,0.04
01/09/2018,28.31,-0.18,-0.63,0.16,0.57
01/08/2018,28.49,0.22,0.78,0.11,0.39
01/05/2018,28.27,0.02,0.07,0.13,0.47
01/04/2018,28.25,0.42,1.51,0.19,0.68
01/03/2018,27.83,-0.26,-0.93,0.13,0.47
01/02/2018,28.09,0.76,2.78,0.20,0.73
12/29/2017,27.33,-0.11,-0.40,0.03,0.13
12/28/2017,27.44,0.05,0.18,0.14,0.49
12/27/2017,27.39,0.55,2.05,0.18,0.66
12/26/2017,26.84,0.15,0.56,0.18,0.67
12/22/2017,26.69,0.10,0.38,0.17,0.65
12/21/2017,26.59,0.54,2.07,0.08,0.32
12/20/2017,26.05,0.39,1.52,-0.02,-0.07
12/19/2017,25.66,0.09,0.35,-0.01,-0.04
12/18/2017,25.57,0.42,1.67,-0.05,-0.20
12/15/2017,25.15,0.34,1.37,-0.08,-0.32
12/14/2017,24.81,-0.06,-0.24,-0.02,-0.09
12/13/2017,24.87,0.44,1.80,0.06,0.25
12/12/2017,24.43,0.06,0.25,0.01,0.06
12/11/2017,24.37,0.39,1.63,0.00,-0.00
12/08/2017,23.98,0.31,1.31,-0.02,-0.08
12/07/2017,23.67,0.05,0.21,-0.09,-0.36
12/06/2017,23.62,-0.30,-1.25,-0.08,-0.32
12/05/2017,23.92,-0.59,-2.41,-0.17,-0.71
12/04/2017,24.51,-0.08,-0.33,-0.08,-0.34
12/01/2017,24.59,0.12,0.49,-0.02,-0.10
11/30/2017,24.47,-0.27,-1.09,-0.13,-0.51
11/29/2017,24.74,-0.45,-1.79,-0.14,-0.57
11/28/2017,25.19,-0.24,-0.94,-0.05,-0.18
11/27/2017,25.43,-0.57,-2.19,-0.11,-0.41
11/24/2017,26,0.27,1.05,-0.02,-0.08
11/22/2017,25.73,0.43,1.70,0.04,0.14
11/21/2017,25.3,0.34,1.36,-0.05,-0.21
11/20/2017,24.96,-0.06,-0.24,-0.06,-0.22
11/17/2017,25.02,0.20,0.81,-0.03,-0.12
11/16/2017,24.82,0.09,0.36,-0.02,-0.10
11/15/2017,24.73,-0.64,-2.52,-0.04,-0.18
11/14/2017,25.37,-0.62,-2.39,0.12,0.47
11/13/2017,25.99,-0.11,-0.42,-0.04,-0.15
11/10/2017,26.1,-0.09,-0.34,-0.03,-0.13
11/09/2017,26.19,-0.27,-1.02,0.00,0.00
11/08/2017,26.46,0.17,0.65,-0.05,-0.18
