"Global X Lithium and Battery Tech ETF",,,,,
Date,"Closing Price","Daily Change","Daily Change %",Premium/Discount,"Premium/Discount %"
12/29/15,--,--,--,0.01,0.05
12/28/15,--,--,--,-0.06,-0.31
12/24/15,--,--,--,-0.02,-0.09
12/23/15,--,--,--,0.12,0.61
12/22/15,--,--,--,0.05,0.27
12/21/15,--,--,--,-0.02,-0.12
12/18/15,--,--,--,-0.08,-0.41
12/17/15,--,--,--,-0.05,-0.24
12/16/15,--,--,--,0.10,0.53
12/15/15,--,--,--,0.14,0.72
12/14/15,--,--,--,-0.03,-0.17
12/11/15,--,--,--,-0.15,-0.81
12/10/15,--,--,--,-0.01,-0.08
12/9/15,--,--,--,0.00,-0.00
12/8/15,--,--,--,-0.01,-0.03
12/7/15,--,--,--,-0.04,-0.18
12/4/15,--,--,--,0.06,0.27
12/3/15,--,--,--,-0.09,-0.46
12/2/15,--,--,--,-0.08,-0.38
12/1/15,--,--,--,0.01,0.04
11/30/15,--,--,--,0.09,0.46
11/27/15,--,--,--,-0.02,-0.10
11/25/15,--,--,--,0.09,0.45
11/24/15,--,--,--,-0.03,-0.16
11/23/15,--,--,--,0.00,0.02
11/20/15,--,--,--,0.01,0.03
11/19/15,--,--,--,0.07,0.34
11/18/15,--,--,--,-0.01,-0.05
11/17/15,--,--,--,0.08,0.78
11/16/15,--,--,--,0.11,1.13
11/13/15,--,--,--,0.03,0.31
11/12/15,--,--,--,0.04,0.45
11/11/15,--,--,--,0.03,0.30
11/10/15,--,--,--,0.01,0.10
11/9/15,--,--,--,0.01,0.10
11/6/15,--,--,--,0.03,0.34
11/5/15,--,--,--,0.13,1.27
11/4/15,--,--,--,0.07,0.64
11/3/15,--,--,--,0.09,0.84
11/2/15,--,--,--,0.11,1.07
11/1/15,--,--,--,0.06,0.58
10/31/15,--,--,--,0.06,0.58
10/30/15,--,--,--,0.05,0.51
10/29/15,--,--,--,0.08,0.76
10/28/15,--,--,--,0.02,0.15
10/27/15,--,--,--,0.01,0.14
10/26/15,--,--,--,0.08,0.79
10/23/15,--,--,--,0.10,0.98
10/22/15,--,--,--,0.05,0.51
10/21/15,--,--,--,-0.01,-0.08
10/20/15,--,--,--,-0.01,-0.10
10/19/15,--,--,--,-0.04,-0.42
10/16/15,--,--,--,0.03,0.34
10/15/15,--,--,--,0.02,0.23
10/14/15,--,--,--,-0.03,-0.30
10/13/15,--,--,--,-0.04,-0.41
10/12/15,--,--,--,-0.06,-0.56
10/9/15,--,--,--,-0.01,-0.05
10/8/15,--,--,--,0.06,0.61
10/7/15,--,--,--,0.00,-0.04
10/6/15,--,--,--,-0.04,-0.41
10/5/15,--,--,--,0.01,0.15
10/2/15,--,--,--,-0.09,-0.93
10/1/15,--,--,--,-0.09,-0.94
9/30/15,--,--,--,-0.04,-0.45
9/29/15,--,--,--,-0.10,-1.08
9/28/15,--,--,--,-0.12,-1.33
9/25/15,--,--,--,-0.05,-0.55
9/24/15,--,--,--,-0.04,-0.42
9/23/15,--,--,--,-0.08,-0.81
9/22/15,--,--,--,-0.12,-1.25
9/21/15,--,--,--,-0.05,-0.56
9/18/15,--,--,--,-0.12,-1.29
9/17/15,--,--,--,-0.03,-0.35
9/16/15,--,--,--,0.00,-0.03
9/15/15,--,--,--,-0.02,-0.18
9/14/15,--,--,--,-0.06,-0.67
9/11/15,--,--,--,-0.04,-0.43
9/10/15,--,--,--,-0.05,-0.51
9/9/15,--,--,--,-0.12,-1.23
9/8/15,--,--,--,0.01,0.08
