"Global X Fertilizers/Potash ETF",,,,,
Date,"Closing Price","Daily Change","Daily Change %",Premium/Discount,"Premium/Discount %"
5/15/15,--,--,--,-0.02,-0.19
5/14/15,--,--,--,-0.01,-0.12
5/13/15,--,--,--,-0.05,-0.46
5/12/15,--,--,--,-0.01,-0.10
5/11/15,--,--,--,-0.08,-0.66
5/8/15,--,--,--,0.00,-0.00
5/7/15,--,--,--,-0.04,-0.36
5/6/15,--,--,--,-0.10,-0.84
5/5/15,--,--,--,-0.05,-0.41
5/4/15,--,--,--,-0.02,-0.14
5/1/15,--,--,--,0.08,0.64
4/30/15,--,--,--,-0.04,-0.37
4/29/15,--,--,--,-0.04,-0.30
4/28/15,--,--,--,-0.03,-0.24
4/27/15,--,--,--,-0.05,-0.42
4/24/15,--,--,--,-0.03,-0.27
4/23/15,--,--,--,0.01,0.05
4/22/15,--,--,--,-0.03,-0.22
4/21/15,--,--,--,-0.07,-0.58
4/20/15,--,--,--,-0.06,-0.50
4/17/15,--,--,--,-0.07,-0.58
4/16/15,--,--,--,-0.03,-0.27
4/15/15,--,--,--,0.03,0.21
4/14/15,--,--,--,-0.05,-0.43
4/13/15,--,--,--,-0.07,-0.59
4/10/15,--,--,--,-0.03,-0.27
4/9/15,--,--,--,-0.01,-0.05
4/8/15,--,--,--,-0.03,-0.22
4/7/15,--,--,--,-0.07,-0.57
4/6/15,--,--,--,-0.02,-0.20
4/2/15,--,--,--,-0.02,-0.20
4/1/15,--,--,--,-0.04,-0.35
3/31/15,--,--,--,-0.05,-0.45
3/30/15,--,--,--,-0.02,-0.21
3/27/15,--,--,--,-0.04,-0.37
3/26/15,--,--,--,-0.06,-0.55
3/25/15,--,--,--,-0.11,-0.93
3/24/15,--,--,--,-0.05,-0.41
3/23/15,--,--,--,-0.02,-0.19
3/20/15,--,--,--,-0.01,-0.13
3/19/15,--,--,--,-0.07,-0.62
3/18/15,--,--,--,0.09,0.77
3/17/15,--,--,--,-0.01,-0.12
3/16/15,--,--,--,-0.02,-0.20
3/13/15,--,--,--,-0.05,-0.47
3/12/15,--,--,--,-0.04,-0.34
3/11/15,--,--,--,-0.05,-0.41
3/10/15,--,--,--,-0.08,-0.70
3/9/15,--,--,--,-0.03,-0.28
3/6/15,--,--,--,-0.09,-0.79
3/5/15,--,--,--,-0.04,-0.37
3/4/15,--,--,--,-0.02,-0.20
3/3/15,--,--,--,-0.05,-0.38
3/2/15,--,--,--,-0.03,-0.21
2/27/15,--,--,--,-0.04,-0.35
2/26/15,--,--,--,-0.05,-0.42
2/25/15,--,--,--,-0.04,-0.36
2/24/15,--,--,--,-0.03,-0.26
2/23/15,--,--,--,-0.07,-0.55
2/20/15,--,--,--,0.01,0.08
2/19/15,--,--,--,-0.06,-0.47
2/18/15,--,--,--,-0.03,-0.24
2/17/15,--,--,--,-0.01,-0.06
2/13/15,--,--,--,-0.04,-0.35
2/12/15,--,--,--,0.02,0.21
2/11/15,--,--,--,-0.03,-0.30
2/10/15,--,--,--,-0.03,-0.28
2/9/15,--,--,--,-0.05,-0.47
2/6/15,--,--,--,-0.09,-0.81
2/5/15,--,--,--,-0.01,-0.12
2/4/15,--,--,--,-0.07,-0.62
2/3/15,--,--,--,0.03,0.30
2/2/15,--,--,--,0.00,-0.00
1/30/15,--,--,--,-0.07,-0.63
1/29/15,--,--,--,-0.02,-0.15
1/28/15,--,--,--,-0.13,-1.16
1/27/15,--,--,--,-0.04,-0.39
1/26/15,--,--,--,-0.03,-0.29
1/23/15,--,--,--,-0.07,-0.67
1/22/15,--,--,--,0.00,-0.00
1/21/15,--,--,--,-0.03,-0.24
1/20/15,--,--,--,-0.03,-0.25
1/16/15,--,--,--,0.03,0.27
1/15/15,--,--,--,-0.05,-0.45
1/14/15,--,--,--,-0.04,-0.33
1/13/15,--,--,--,-0.08,-0.77
1/12/15,--,--,--,-0.08,-0.74
1/9/15,--,--,--,-0.04,-0.41
1/8/15,--,--,--,-0.03,-0.28
1/7/15,--,--,--,0.00,-0.03
1/6/15,--,--,--,-0.10,-0.99
1/5/15,--,--,--,-0.09,-0.82
1/2/15,--,--,--,-0.10,-0.94
1/1/15,--,--,--,-0.10,-0.94
